V_TRI_FORM_R_EZ.ACCURACY_SCORE,V_TRI_FORM_R_EZ.ACTIVE_DATE,V_TRI_FORM_R_EZ.ACTIVE_STATUS,V_TRI_FORM_R_EZ.AIR_TOTAL_RELEASE,V_TRI_FORM_R_EZ.CHEM_NAME,V_TRI_FORM_R_EZ.CHEM_PROCESSING_AID,V_TRI_FORM_R_EZ.CITY_NAME,V_TRI_FORM_R_EZ.DISP_LANDFILL_SURF_IMP,V_TRI_FORM_R_EZ.DISP_LAND_TREATMENT,V_TRI_FORM_R_EZ.DISP_OTHER_LAND_DISP,V_TRI_FORM_R_EZ.EST_ANNUAL_REDUCT_2,V_TRI_FORM_R_EZ.FACILITY_NAME,V_TRI_FORM_R_EZ.FAC_CLOSED_IND,V_TRI_FORM_R_EZ.GENERIC_CHEM_NAME,V_TRI_FORM_R_EZ.IMPORTED,V_TRI_FORM_R_EZ.LANDF_8795_RELEASE_NA,V_TRI_FORM_R_EZ.LANDF_8795_RELEASE_RANGE_CODE,V_TRI_FORM_R_EZ.LANDF_8795_TOT_REL,V_TRI_FORM_R_EZ.LAND_TOTAL_RELEASE,V_TRI_FORM_R_EZ.LAND_TREA_BASIS_EST_CODE,V_TRI_FORM_R_EZ.LAND_TREA_RELEASE_RANGE_CODE,V_TRI_FORM_R_EZ.LAND_TREA_TOT_REL,LATITUDE,LONGITUDE,V_TRI_FORM_R_EZ.OFF_SITE_CITY_1,V_TRI_FORM_R_EZ.OFF_SITE_CITY_3,V_TRI_FORM_R_EZ.OFF_SITE_CITY_4,V_TRI_FORM_R_EZ.ONS_WASTESTREAM_CODE_9,V_TRI_FORM_R_EZ.OTH_DISP_TOT_REL,V_TRI_FORM_R_EZ.OTH_LANDF_BASIS_EST_CODE,V_TRI_FORM_R_EZ.OTH_LANDF_RELEASE_NA,V_TRI_FORM_R_EZ.SOURCE,V_TRI_FORM_R_EZ.TRI_CHEM_ID,V_TRI_FORM_R_EZ.TRI_FACILITY_ID,V_TRI_FORM_R_EZ.WATER_TOTAL_RELEASE
30,1987,1,16784.5,Certain glycol ethers,0,WARREN,0,0,0,,MAUSER USA LLC WARREN FACILITY,0,NA,0,,,0,0,,,0,41.83979,-79.15321,EL DORADO,,,,0,,1,Reported,N230,16365RXNRD304MA,0
17400,1987,1,229.6,Nickel  And Nickel Compounds,0,NEW FLORENCE,0,0,0,,CONEMAUGH GENERATING STATION,0,NA,0,,,0,59349,,,0,40.3842,-79.0611,,,,,0,O ,0,Reported,N495,15944CNMGHRTE20,193.4
50,1987,1,500,Toluene,0,BATH,0,0,0,,KEYSTONE CEMENT CO,0,NA,0,,,0,0,,,0,40.7159,-75.3985,CATLETTSBURG,FLANDERS,MIDDLESEX,,0,,1,Reported,108883,18014KYSTNRT329,0
30,1987,1,0,Manganese  And Manganese Compounds,0,MIDLAND,10990,0,0,,ALLEGHENY & TSINGSHAN STAINLESS LLC,0,NA,0,,,0,0,,,0,40.63232,-80.44627,IMPERIAL,,,,0,,1,Reported,N450,1505WLLGHN952TE,7223
336,1995,1,0,n-Hexane,0,SHENANDOAH,0,0,0,,SAINT NICHOLAS COGENERATION PROJECT,0,NA,0,,,0,0,,,0,40.822464,-76.17337,,,,,0,,1,Reported,110543,17976STNCHHWY54,0
30,1987,1,12.3,Lead,0,JONESTOWN,0,0,0,,V&S LEBANON GALVANIZING LLC,0,NA,0,,,0,0,,,0,40.44679,-76.52891,HOUSTON,VICKERY,ANDOVER,,0,,1,Reported,7439921,17038VSLBN153MI,5.3
10,1987,1,0,Acrylamide,0,BRISTOL,0,0,0,,ROHM & HAAS CHEMICALS LLC,0,NA,0,,,0,0,,,0,40.09384,-74.87413,SOUTH PLAINFIELD,,,,0,,1,Reported,79061,19007RHMNDOLDRT,5
17400,1987,1,0,Chromium,0,BRADFORD,0,0,0,,WR CASE & SONS CUTLERY CO,0,NA,0,,,0,0,,,0,41.928469,-78.645772,KERSEY,,,,0,,1,Reported,7440473,16701WRCSNOWENS,0
17466,1987,1,1.14,1 2 4-Trimethylbenzene,0,WILLIAMSPORT,0,0,0,,LYCOMING ENGINES A DIV OF AVCO CORP,0,NA,0,,,0,0,,,0,41.244031,-77.041111,FLANDERS,,,,0,,1,Reported,95636,17701TXTRN652OL,0
10,1987,1,0,Lead compounds,0,BRADFORD,0,0,0,,AMERICAN REFINING GROUP INC,0,NA,0,,,0,0,,,0,41.965472,-78.633108,AVON,,,,0,,1,Reported,N420,16701KNDLL77NKE,8.03
50,1987,1,1.13,Lead,0,LANCASTER,0,0,0,,BURNHAM COMMERCIAL,0,NA,0,,,0,0,,,0,40.053837,-76.325527,,,,,0,,1,Reported,7439921,17603BRNHM1237H,0
50,1987,1,0,Ethylene glycol,0,WASHINGTON,0,0,0,,MULTI-CHEM GROUP WASHINGTON PA FACILITY,0,NA,0,,,0,0,,,0,40.165061,-80.227699,,,,,0,,,Reported,107211,1530WMLTCH2DETR,0
30,1987,1,311,Chromium,0,TREMONT,0,0,0,,DAYTON SUPERIOR CORP,0,NA,0,,,0,0,,,0,40.63062,-76.39079,TEMPLE,,,,0,,1,Reported,7440473,17981DYTNS55NPI,0
99999999,1987,1,938,Cadmium compounds,0,PALMERTON,3319,0,0,,AMERICAN ZINC RECYCLING CORP,0,NA,0,,,0,0,,,0,40.808331,-75.583339,OREGON,HANNIBAL,,,0,,1,Reported,N078,18071HRSHDDELAW,96
30,1987,1,0,Nickel,0,WILLIAMSPORT,0,0,0,,PMF INDUSTRIES INC,0,NA,0,,,0,0,,,0,41.22696,-77.05846,,,,,0,,,Reported,7440020,17701PMFND2601R,0
17400,1987,1,10,Manganese,0,CORRY,5,0,0,,ASSOCIATED SPRING BARNES GROUP INC,0,NA,0,,,0,0,,,0,41.918559,-79.63865,ERIE,,,,0,,1,Reported,7439965,16407SSCTD226SO,0
50,1987,1,58.32,Molybdenum trioxide,0,MIDLAND,275.03,0,0,,WHEMCO-STEEL CASTINGS INC,0,NA,0,,,0,0,,,0,40.63318,-80.44596,WAYNESBURG,,,,0,,1,Reported,1313275,15059WSTHMONE12,0
30,1987,1,500,Certain glycol ethers,1,MORRISVILLE,0,0,0,,GELEST INC,0,NA,0,,,0,0,,,0,40.17918,-74.76473,GREENSBORO,,,,0,,1,Reported,N230,19067GLSTN11EST,0
30,1987,1,0,Nickel,0,BETHLEHEM,0,0,0,,PHOENIX TUBE CO INC,0,NA,0,,,0,0,,,0,40.62622,-75.35254,NEWARK,,,,0,,1,Reported,7440020,18017PHNXT1185W,0
10,1987,1,10,Chromium,0,MANHEIM,365,0,0,,FL SMIDTH INC,0,NA,0,,,0,0,,,0,40.154167,-76.3925,CONESTOGA,LEBANON,,,0,,1,Reported,7440473,17545FLSMD262SC,0
30,1987,1,8,Nickel,0,RIDGWAY,7,0,0,,ADVANTAGE METAL POWDERS INC,0,NA,0,,,0,0,,,0,41.38174,-78.68583,KERSEY,,,,0,,1,Reported,7440020,1585WDVNTG44SPL,0
30,2000,1,0,Benzo[g h i]perylene,0,ALLENTOWN,0,0,0,,CRAFCO INC-ALLENTOWN,0,NA,0,,,0,0,,,0,40.66025,-75.44132,PEN ARGYL,,,,0,,1,Reported,191242,18103CRFCN1680E,0
18550,2012,1,218568,Hydrogen sulfide,0,CLAIRTON,0,0,0,,USS-CLAIRTON PLANT,0,NA,0,,,0,0,,,0,40.305088,-79.876911,WEST MIFFLIN,,,,0,,1,Reported,7783064,15025SSCLR400ST,0
35936,1987,1,1,Nickel,0,HARMONY,0,0,0,,400 ROBINSON FANS,0,NA,0,,,0,0,,,0,40.80027,-80.13222,ELLWOOD CITY,,,,0,,1,Reported,7440020,16063RBNSNGALLY,0
18600,1987,1,0.59005,Barium  And Barium Compounds,0,MARION HEIGHTS,0,0,0,,MOUNT CARMEL COGEN FACILITY,0,NA,0,,,0,121684,M2,,121684,40.809392,-76.455219,,,,,0,,1,Reported,N040,17832FSTRWMARIO,0
30,1987,1,0,Zinc compounds,0,CORRY,3014,0,0,,CORRY RUBBER CORP,0,NA,0,,,0,0,,,0,41.91841,-79.64742,ERIE,,,,0,,1,Reported,N982,16407CRRYR601WM,0
50,1987,1,0,Lead,0,BRISTOL,0,0,0,,ROBERN INC,0,NA,1,,,0,0,,,0,40.11774,-74.84331,OREGON,,,,0,,1,Reported,7439921,19007RBRNN701NW,0
30,1987,1,184,Methyl isobutyl ketone,0,BLANDON,0,0,0,,CAN CORP OF AMERICA INC,0,NA,0,,,0,0,,,0,40.44143,-75.89843,LEWISBERRY,,,,0,,1,Reported,108101,19510CNCRPEXCEL,0
20,1987,1,0,Chlorine,0,MOUNT JOY,0,0,0,,WILKINS ROGERS MILLS,0,NA,0,,,0,0,,,0,40.110884,-76.503061,,,,,0,,,Reported,7782505,17552SPNGL19NOR,0
30,1987,1,0,Lead  And Lead Compounds,0,ERIE,0,0,0,,MCINNES ROLLED RINGS,0,NA,0,,,0,0,,,0,42.13528,-80.04788,ERIE,,,,0,,1,Reported,N420,16511MCNNS1533E,0
50,1987,1,71.56,Manganese compounds,0,WHITEHALL,0,0,0,,HOLCIM (US) INC -  WHITEHALL PLANT,0,NA,0,,,0,0,,,0,40.687646,-75.506305,,,,,0,,1,Reported,N450,18052LFRGC5160M,0
50,1987,1,0,Nitric acid,0,DOWNINGTOWN,0,0,0,,CHEMSTATION PHILADELPHIA,0,NA,0,,,0,0,,,0,40.002245,-75.690214,,,,,0,,,Reported,7697372,1933WCHMST415BT,0
31,1987,1,14.9,Zinc compounds,0,WASHINGTON,0,0,0,,FERRO CORP,0,NA,0,,,0,0,,,0,40.179107,-80.271785,SMITHFIELD,,,,0,,1,Reported,N982,15301DRKNFWESTW,23.6
30,1987,1,0,Lead compounds,0,EASTON,0,0,0,,OLDCASTLE PRECAST INC,0,NA,0,,,0,0.4,,,0,40.74543,-75.21974,BATH,,,,0,,1,Reported,N420,1804WLDCST39GLV,0
50,1987,1,1.202,Lead compounds,0,BATH,0.44,0,0,,KEYSTONE CEMENT CO,0,NA,0,,,0,0,,,0,40.7159,-75.3985,WEST CHESTER,FLANDERS,MIDDLESEX,,0,,1,Reported,N420,18014KYSTNRT329,0
17400,1987,1,1,Xylene (mixed isomers),0,MARCUS HOOK,0,0,0,,SUNOCO LLC-RACE FUELS,0,NA,0,,,0,0,,,0,39.814609,-75.42227,,,,,0,,1,Reported,1330207,19061SNRFNGREEN,0
8,1987,1,1533,Tetrachloroethylene,1,TRAINER,0,0,0,,MONROE ENERGY LLC-TRAINER REFINERY,0,NA,1,,,0,0,,,0,39.829311,-75.401169,,,,,0,,1,Reported,127184,19061BPLCMPOSTR,0
18600,1987,1,7170,Ammonia,0,STOCKERTOWN,0,0,0,,BUZZI UNICEM STOCKERTOWN PLANT,0,NA,0,,,0,0,,,0,40.75037,-75.27114,,,,,0,,1,Reported,7664417,18083HRCLS501CE,0
100,1987,1,0,Chromium,0,HANOVER,9020.44,0,0,,ESAB GROUP INC,0,NA,0,,,0,0,,,0,39.8153,-76.9595,SALUNGA,,,,0,,1,Reported,7440473,17331LLYRDKAREN,0
30,2000,1,0.0011863,Dioxin and dioxin-like compounds,0,WELLSVILLE,0,0,0,,PENNEX ALUMINUM CO,0,NA,0,,,0,0,,,0,40.0524,-76.93907,,,,,0,,1,Reported,N150,17365PNNXL50COM,0
17400,1987,1,2601,Zinc compounds,0,HOMER CITY,0,0,0,,HOMER CITY GENERATION LP,0,NA,0,,,0,1519,,,0,40.511254,-79.194364,,,,,0,M2,0,Reported,N982,15748MHMRC1750P,220
18600,1987,1,1.002,Mercury  And Mercury Compounds,0,MARION HEIGHTS,0,0,0,,MOUNT CARMEL COGEN FACILITY,0,NA,0,,,0,173.72,M2,,173.72,40.809392,-76.455219,,,,,0,,1,Reported,N458,17832FSTRWMARIO,0
50,1987,1,0.7,Copper,0,MOUNT CARMEL,0,0,0,,ARCOS INDUSTRIES LLC,0,NA,0,,,0,0,,,0,40.80034,-76.43873,YORK,HATFIELD,,,0,,1,Reported,7440508,17851HSKNS1ARCO,0
50,1987,1,0,Lead  And Lead Compounds,0,ERIE,0,0,0,,HAYSITE REINFORCED PLASTICS LLC,0,NA,0,,,0,0,,,0,42.08408,-80.05502,,,,,0,,1,Reported,N420,16509HYSTR5599N,0
31,1987,1,137,Manganese,0,IRVINE,6017,0,0,,ELLWOOD NATIONAL FORGE CO,0,NA,0,,,0,0,,,0,41.841555,-79.27005,JAMESTOWN,OREGON,WARREN,,0,,1,Reported,7439965,16329NTNLF1FRON,7.5
35900,1987,1,2.77,Naphthalene,0,SHIPPINGPORT,0,0,0,,BRUCE MANSFIELD POWER PLANT,1,NA,0,,,0,0,,,0,40.6344,-80.42,,,,,0,,1,Reported,91203,15077FRSTNOFFRT,0
30,1987,1,36,Hydrogen fluoride,0,MIDLAND,0,0,0,,ALLEGHENY & TSINGSHAN STAINLESS LLC,0,NA,0,,,0,0,,,0,40.63232,-80.44627,,,,,0,,1,Reported,7664393,1505WLLGHN952TE,0
30,1995,1,0,Nitrate compounds (water dissociable; reportable only when in aqueous solution),0,ALLENTOWN,0,0,0,,GEO SPECIALTY CHEMICALS TRIMET PRODUCTS GROUP,0,NA,0,,,0,0,,,0,40.63257,-75.54086,,,,,0,,1,Reported,N511,18104PTMNMNORTH,60097
5,1987,1,160,Chlorine,0,SPRING GROVE,0,0,0,,PIXELLE SPECIALTY SOLUTIONS LLC,0,NA,0,,,0,0,,,0,39.87159,-76.867315,,,,,0,,1,Reported,7782505,17362PHGLT228SO,0
30,1987,1,24.23,Nickel,0,DENVER,0,0,0,,MGS INC,0,NA,0,,,0,0,,,0,40.22726,-76.08722,LANCASTER,,,,0,,1,Reported,7440020,17517MGSNC178MU,0
25,1987,1,0,Copper  And Copper Compounds,0,VANDERGRIFT,11671,0,0,,ATI FLAT ROLLED PRODUCTS HOLDINGS LLC,0,NA,0,,,0,0,,,0,40.6,-79.567778,SCOTTDALE,,,,0,,1,Reported,N100,15690SSVND130LI,7
31,1987,1,0,Chromium Compounds(Except Chromite Ore Mined In The Transvaal Region),0,WALNUTPORT,0,0,0,,AMERICAN NICKELOID CO,0,NA,0,,,0,0,,,0,40.7575,-75.6011,EL DORADO,YORK,,,0,,1,Reported,N090,18088MRCNNCHERR,6
64238,2000,1,0.0006284,Dioxin and dioxin-like compounds,0,YORK HAVEN,0,0,0,,BRUNNER ISLAND STEAM ELECTRIC STATION,0,NA,0,,,0,0,,,0,40.095991,-76.696951,,,,,0,,1,Reported,N150,17370BRNNRWAGOR,0
10,2019,1,0,Nonylphenol Ethoxylates,0,BRISTOL,2329.94,0,0,,ROHM & HAAS CHEMICALS LLC,0,NA,0,,,0,0,,,0,40.09384,-74.87413,MORRISVILLE,GLENNS,WEST CARROLLTON,,0,,1,Reported,N535,19007RHMNDOLDRT,48.06
10,1987,1,0,Nickel,0,STEELTON,2.3,0,0,,DURA-BOND PIPE LLC,0,NA,0,,,0,0,,,0,40.209444,-76.800278,YORK,,,,0,,1,Reported,7440020,17113DRBND2716S,2.8
10,1987,1,548,Naphthalene,0,SPRINGDALE,0,0,0,,PPG INDUSTRIESINC-SPRINGDALE COMPLEX,0,NA,0,,,0,0,,,0,40.536826,-79.785659,CLEVELAND,CIRCLEVILLE,WEST CARROLLTON,,0,,1,Reported,91203,15144PPGND125CO,0
8,1987,1,0,Copper,0,WILLOW GROVE,0,0,0,,KEYSTONE SCREW CORP,0,NA,1,,,0,0,,,0,40.151432,-75.107079,PHILADELPHIA,,,,0,,1,Reported,7440508,19090KYSNT535DA,0
30,1987,1,352.07,Copper,0,QUARRYVILLE,0,0,0,,BUCK CO INC,0,NA,0,,,0,2782,,,0,39.88191,-76.23175,LEWISBERRY,,,,0,M1,0,Reported,7440508,17566BCKCXBOX23,0
100,1987,1,3.5,Lead compounds,0,DURYEA,0,29,0,,SCHOTT NA,0,NA,0,,,0,0,,,0,41.347238,-75.749015,DETROIT,MERIDEN,DUNMORE,,0,,1,Reported,N420,18642SCHTT400YO,0.4
30,1987,1,0,Chromium,0,POTTSTOWN,0,0,0,,IMPERIAL PRECISION MFG INC,0,NA,0,,,0,0,,,0,40.23833,-75.62719,QUAKERTOWN,,,,0,,1,Reported,7440473,19464MPRLS1153S,0
10,1987,1,3890,Styrene,0,GIBSONIA,0,0,0,,PANNIER GRAPHICS,0,NA,0,,,0,0,,,0,40.631403,-79.883989,,,,,0,,1,Reported,100425,18974PNNRCJOHNF,0
300,1987,1,0,Nickel,0,KOPPEL,893,0,0,,SWAGELOK PROCESSING CO,0,NA,0,,,0,0,,,0,40.842517,-80.321164,ASHTABULA,NEW CASTLE,CANTON,,0,,1,Reported,7440020,16136BBCCKSR181,1
50,1987,1,1239,Ethylene,0,BRADDOCK,0,0,0,,USS MON VALLEY WORKS - EDGAR THOMSON PLANT,0,NA,0,,,0,0,,,0,40.395854,-79.863372,,,,,0,,1,Reported,74851,15104SSDGRBRADD,0
30,1987,1,0,Nitric acid,0,LEBANON,0,0,0,,DFA DAIRY BRANDS FLUID LLC DBA SWISS PREMIUM,0,NA,0,,,0,0,,,0,40.33094,-76.45902,,,,,0,,1,Reported,7697372,17042DNDRY241WA,0
530,1987,1,51,Zinc compounds,0,WEST MIFFLIN,6,0,0,,USS MON VALLEY WORKS - IRVIN PLANT,0,NA,0,,,0,0,,,0,40.354338,-79.889542,BRADDOCK,DRAVOSBURG,CLARKSVILLE,,0,,1,Reported,N982,15034SSRVNPOBOX,513
100,1987,1,3110,Propylene,0,MONESSEN,0,0,0,,CLEVELAND-CLIFFS MONESSEN COKE LLC,0,NA,0,,,0,0,,,0,40.1632,-79.8861,,,,,0,,1,Reported,115071,15062MNSSN345DO,0
50,1987,1,0,Nickel,0,AVONMORE,418,0,0,,AKERS NATIONAL ROLL,2,NA,0,,,0,0,,,0,40.533463,-79.470361,CORAL,,,,0,,1,Reported,7440020,15618NTNLRRAILR,0
50,1987,1,14688.82,Ammonia,0,BATH,0,0,0,,KEYSTONE CEMENT CO,0,NA,0,,,0,0,,,0,40.7159,-75.3985,FLANDERS,,,,0,,1,Reported,7664417,18014KYSTNRT329,0
50,1987,1,500,Dichloromethane,0,BATH,0,0,0,,KEYSTONE CEMENT CO,0,NA,0,,,0,0,,,0,40.7159,-75.3985,CATLETTSBURG,MIDDLESEX,,,0,,1,Reported,75092,18014KYSTNRT329,0
30,1987,1,55,Nickel,0,BENSALEM,0,0,0,,NATIONAL REFRIGERATION & A/C PRODUCTS,0,NA,1,,,0,0,,,0,40.08042,-74.92569,PHILADELPHIA,,,,0,,1,Reported,7440020,19020NTNLR539DU,0
8,1987,1,0,Barium compounds (except for barium sulfate (CAS No. 7727-43-7)),0,WAYNE,1032,0,0,,JOHNSON MATTHEY INC,0,NA,0,,,0,0,,,0,40.074238,-75.416916,SWEETWATER,YORK,ANNISTON,,0,,1,Reported,N040,19087JHNSN43645,0
17466,1987,1,0,Lead,0,CHAMBERSBURG,0,0,0,,US ARMY LETTERKENNY ARMY DEPOT,0,NA,0,,,0,86.27,,,0,39.9957,-77.6444,,,,,86.27,,1,Reported,7439921,17201SDDSRATTNS,0
150,1987,1,0,Chromium compounds (except for chromite ore mined in the Transvaal Region),0,NEW BRIGHTON,0,0,0,,CERAMIC COLOR & CHEMICAL MANUFACTURING CO,0,NA,0,,,0,0,,,0,40.732632,-80.30367,,,,,0,,,Reported,N090,15066CRMCC13THS,0
50,1987,1,59,Naphthalene,0,WILMERDING,0,0,0,,ALLEGHENY PETROLEUM PRODUCTS CO,0,NA,0,,,0,0,,,0,40.40054,-79.81685,EASTON,,,,0,,1,Reported,91203,15148LLGHN999AI,0
100,1987,1,0,Ammonia,0,CASTANEA,261,0,0,,WSP SOLVAY GROUP,0,NA,0,,,0,0,,,0,41.12135,-77.4376,MCELHATTAN,ELIZABETHPORT,,,0,,1,Reported,7664417,17726QNTMCBROWN,0
50,1987,1,3,Ethylbenzene,0,CORAOPOLIS,0,0,0,,US DOD USAF 171 ARW PENNSYLVANIA ANG,0,NA,0,,,0,0,,,0,40.483469,-80.216229,EAST CHICAGO,,,,0,,1,Reported,100414,1510WSDDSF3TANK,0
30,1987,1,0,Chromium,0,NEW CASTLE,0,0,0,,FERGUSON PERFORATING CO  INC,0,NA,0,,,0,0,,,0,40.99468,-80.2827,,,,,0,,,Reported,7440473,16101FRGSN2165C,0
50,1987,1,0.5,Lead compounds,0,NEW COLUMBIA,31.2,0,0,,GOLD BOND BUILDING PRODUCTS - MILTON,0,NA,0,,,0,3.2,,,0,41.057024,-76.867564,MONTGOMERY,,,,0,,1,Reported,N420,17856GLDBNJUNCT,0.9
31,1987,1,0.44,Barium  And Barium Compounds,0,WASHINGTON,0,0,0,,FERRO CORP,0,NA,1,,,0,0,,,0,40.179107,-80.271785,SMITHFIELD,,,,0,,1,Reported,N040,15301DRKNFWESTW,0.9
30,1987,1,0,Manganese compounds,0,YORK,0,0,0,,GLEN-GERY CORP,0,NA,0,,,0,0,,,0,39.95916,-76.70416,,,,,0,,,Reported,N450,17403GLNGR1090E,0
30,1987,1,0,Manganese compounds,0,CATASAUQUA,0,0,0,,PHOENIX FORGING CO INC,0,NA,0,,,0,0,,,0,40.65621,-75.47865,PHILADELPHIA,,,,0,,1,Reported,N450,18032PHNXFFRONT,0
10,1987,1,230453,Zinc compounds,0,SMETHPORT,431.82,0,0,,INTERNATIONAL WAXES INC,0,NA,0,,,0,0,,,0,41.859383,-78.44517,KERSEY,,,,0,,1,Reported,N982,16749QKRSTINTER,119
30,1995,1,3.66,Diisocyanates,0,BENTON,0,0,0,,BENTON FOUNDRY INC,0,NA,0,,,0,0,,,0,41.26138,-76.34594,,,,,0,,1,Reported,N120,17814BNTNFRD2BO,0
30,1987,1,26492,Certain glycol ethers,1,ANNVILLE,0,0,0,,BLUESCOPE BUILDINGS NA,0,NA,0,,,0,0,,,0,40.33748,-76.49927,MYERSTOWN,,,,0,,1,Reported,N230,1700WBLSCP4NRTH,0
33,1987,1,0,Lead,0,RED LION,0,0,0,,GENERAL DYNAMICS-OTS,0,NA,0,,,0,0,,,0,39.903749,-76.605096,YORK,,,,0,,1,Reported,7439921,17356GNRLD200EH,0.8
15,1987,1,0.0973,Lead,0,MACUNGIE,0,0,0,,ALLEN ORGAN CO LLC,0,NA,0,,,0,0,,,0,40.515278,-75.56,RAHWAY,,,,0,,1,Reported,7439921,18062LLNRG150LO,0
25,1987,1,2953,Xylene (mixed isomers),1,PITTSBURGH,214.5,0,0,,NEVILLE CHEMICAL CO,0,NA,0,,,0,0,,,0,40.502778,-80.099167,NEW SPRINGFIELD,EL DORADO,OREGON,,0,,1,Reported,1330207,15225NVLLC2800N,3
30,1987,1,5.7,Molybdenum trioxide,1,WARREN,0,0,0,,UNITED REFINING CO,0,NA,0,,,0,0,,,0,41.82949,-79.12468,,,,,0,,1,Reported,1313275,16365NTDRFPOBOX,0
200,1995,1,0.04,Polycyclic aromatic compounds,0,PHILADELPHIA,0,0,0,,PHILADELPHIA ENERGY SOLUTIONS REFINING PHILADELPHIA REFINERY,0,NA,0,,,0,0,,,0,39.9147,-75.2005,,,,,0,,1,Reported,N590,19145TLNTC3144P,0
18550,1987,1,3.43,Zinc compounds,0,FRACKVILLE,15421.84,0,0,,WHEELABRATOR FRACKVILLE ENERGY CO INC,0,NA,0,,,0,0,,,0,40.7817,-76.1781,FRACKVILLE,,,,0,,1,Reported,N982,17931WHLBRMOREA,0
30,1995,1,4.269,Diisocyanates,0,BATH,0,0,0,,EFFORT FOUNDRY  INC,0,NA,0,,,0,0,,,0,40.72002,-75.38198,,,,,0,,1,Reported,N120,18014FFRTF698CH,0
30,1987,1,85.68,Ammonia,0,READING,0,0,0,,BRENNTAG NORTHEAST LLC,0,NA,0,,,0,0,,,0,40.41702,-75.93381,LEWISBERRY,,,,0,,1,Reported,7664417,19605TXTLCPOTTS,0
30,1987,1,1.708,Nickel,0,WEST CHESTER,4.031,0,0,,ZEKS COMPRESSED AIR SOLUTIONS,0,NA,0,,,0,0,,,0,39.99144,-75.57565,GILBERTSVILLE,,,,0,,1,Reported,7440020,19380ZKSCM1302G,0
17400,1987,1,11,Barium compounds (except for barium sulfate (CAS No. 7727-43-7)),0,NEW FLORENCE,0,0,0,,SEWARD POWER PLANT,0,NA,0,,,0,0,,,0,40.405644,-79.033262,,,,,0,,1,Reported,N040,15944SWRDS595PL,3
50,1987,1,157.01,Lead  And Lead Compounds,0,BROCKWAY,0,0,0,,OWENS-BROCKWAY GLASS CONTAINER INC PLANT 18,0,NA,0,,,0,0,,,0,41.242952,-78.786422,JOHNSTOWN,,,,0,,1,Reported,N420,15824WNSBRCHERR,0
30,2000,1,0,Benzo[g h i]perylene,0,NEEDMORE,0,0,0,,MELLOTT WOOD PRESERVING CO INC,0,NA,0,,,0,0,,,0,39.86529,-78.1528,EL DORADO,,,,0,,1,Reported,191242,17238MLLTTRD1BO,0
200,1987,1,0,Molybdenum trioxide,0,PHILADELPHIA,0,0,0,,PHILADELPHIA ENERGY SOLUTIONS REFINING PHILADELPHIA REFINERY,0,NA,0,,,0,0,,,0,39.9147,-75.2005,,,,,0,,1,Reported,1313275,19145TLNTC3144P,0
100,1987,1,511,Cyanide compounds,0,MONESSEN,0,0,0,,CLEVELAND-CLIFFS MONESSEN COKE LLC,0,NA,0,,,0,0,,,0,40.1632,-79.8861,GRAFTON,,,,0,,1,Reported,N106,15062MNSSN345DO,1612
30,1987,1,0,Certain glycol ethers,0,LEWISBERRY,39683,0,0,,CYCLE CHEM INC,0,NA,0,,,0,0,,,0,40.16756,-76.83789,YORK,,,,0,,1,Reported,N230,1733WCYCLC55IND,0
30,1987,1,161.04,Chromium,0,LANCASTER,0,0,0,,US BOILER INC,0,NA,0,,,0,0,,,0,40.04988,-76.38408,ZANESVILLE,,,,0,,1,Reported,7440473,1760WSBLRN292LD,0
25,1995,1,5754.4,n-Hexane,0,MILL HALL,0,0,0,,AVERY DENNISON MILL HALL,0,NA,0,,,0,0,,,0,41.1153,-77.468133,AVON,LIVONIA,,,0,,1,Reported,110543,17751VRYCHDRAKE,0
30,1987,1,0.17452,Manganese compounds,0,BLANDON,7.5,0,0,,PRIZER-PAINTER STOVE WORKS INC - BLANDON,0,NA,0,,,0,0,,,0,40.44017,-75.89653,PHILADELPHIA,,,,0,,1,Reported,N450,19510JMSHR318JU,0
50,1987,1,221.66,Nickel,0,MIDLAND,663.54,0,0,,WHEMCO-STEEL CASTINGS INC,0,NA,0,,,0,0,,,0,40.63318,-80.44596,WAYNESBURG,AVON,ASHTABULA,,0,,1,Reported,7440020,15059WSTHMONE12,0.73
25,1987,1,2,Certain glycol ethers,0,MORRISVILLE,0,0,0,,UNIVAR SOLUTIONS USA INC - MORRISVILLE BRANCH,0,NA,0,,,0,0,,,0,40.16986,-74.7576,LANCASTER,,,,0,,1,Reported,N230,19067VNWTR200DE,0
30,1987,1,0,Copper,0,WEST CHESTER,0,0,0,,JOHNSON MATTHEY,0,NA,0,,,0,0,,,0,40.02151,-75.58091,PHILADELPHIA,,,,0,,1,Reported,7440508,1938WJHNSN141KI,0
20,1987,1,5407,Copper compounds,0,NEW CASTLE,0,0,0,,AMG TITANIUM ALLOYS & COATINGS,0,NA,0,,,0,0,,,0,41.0136,-80.3874,,,,,0,,1,Reported,N100,1610WNTRNT27FRE,0
30,1987,1,0.117,Lead,0,HARRISBURG,0.49,0,0,,THE AMES COS INC,0,NA,0,,,0,0,,,0,40.24454,-76.85978,HARRISBURG,FROSTBURG,,,0,,1,Reported,7439921,17104TRTMP1500S,0
30,1987,1,8423,Styrene,0,ELIZABETHTOWN,0,0,0,,AQUATIC CO,0,NA,0,,,0,0,,,0,40.1624,-76.65679,BALTIMORE,,,,0,,1,Reported,100425,17022PHLPS40IND,0
